Date,open,high,low,close
9/24/14,1983.34,1999.79,1978.63,1998.30
9/25/14,1997.32,1997.32,1965.99,1965.99
9/26/14,1966.22,1986.37,1966.22,1982.85
9/29/14,1978.96,1981.28,1964.04,1977.80
9/30/14,1978.21,1985.17,1968.96,1972.29
10/1/2014,1971.44,1971.44,1941.72,1946.16
10/2/2014,1945.83,1952.32,1926.03,1946.17
10/3/2014,1948.12,1971.19,1948.12,1967.90
10/6/2014,1970.01,1977.84,1958.43,1964.82
10/7/2014,1962.36,1962.36,1934.87,1935.10
10/8/2014,1935.55,1970.36,1925.25,1968.89
10/9/2014,1967.68,1967.68,1927.56,1928.21
10/10/2014,1925.63,1936.98,1906.05,1906.13
10/13/14,1905.65,1912.09,1874.14,1874.74
10/14/14,1877.11,1898.71,1871.79,1877.70
10/15/14,1874.18,1874.18,1820.66,1862.49
10/16/14,1855.95,1876.01,1835.02,1862.76
10/17/14,1864.91,1898.16,1864.91,1886.76
10/20/14,1885.62,1905.03,1882.30,1904.01
10/21/14,1909.38,1942.45,1909.38,1941.28
10/22/14,1941.29,1949.31,1926.83,1927.11
10/23/14,1931.02,1961.95,1931.02,1950.82
10/24/14,1951.59,1965.27,1946.27,1964.58
10/27/14,1962.97,1964.64,1951.37,1961.63
10/28/14,1964.14,1985.05,1964.14,1985.05
10/29/14,1983.29,1991.40,1969.04,1982.30
10/30/14,1979.49,1999.40,1974.75,1994.65
10/31/14,2001.20,2018.19,2001.20,2018.05
11/3/2014,2018.21,2024.46,2013.68,2017.81
11/4/2014,2015.81,2015.98,2001.01,2012.10
11/5/2014,2015.29,2023.77,2014.42,2023.57
11/6/2014,2023.33,2031.61,2015.86,2031.21
11/7/2014,2032.36,2034.26,2025.07,2031.92
11/10/2014,2032.01,2038.70,2030.17,2038.26
11/11/2014,2038.20,2041.28,2035.28,2039.68
11/12/2014,2037.75,2040.33,2031.95,2038.25
11/13/14,2039.21,2046.18,2030.44,2039.33
11/14/14,2039.74,2042.22,2035.20,2039.82
11/17/14,2038.29,2043.07,2034.46,2041.32
11/18/14,2041.48,2056.08,2041.48,2051.80
11/19/14,2051.16,2052.14,2040.37,2048.72
11/20/14,2045.87,2053.84,2040.49,2052.75
11/21/14,2057.46,2071.46,2056.75,2063.50
11/24/14,2065.07,2070.17,2065.07,2069.41
11/25/14,2070.15,2074.21,2064.75,2067.03
11/26/14,2067.36,2073.29,2066.62,2072.83
11/28/14,2074.78,2075.76,2065.06,2067.56
12/1/2014,2065.78,2065.78,2049.57,2053.44
12/2/2014,2053.77,2068.77,2053.77,2066.55
12/3/2014,2067.45,2076.28,2066.65,2074.33
12/4/2014,2073.64,2077.34,2062.34,2071.92
12/5/2014,2072.78,2079.47,2070.81,2075.37
12/8/2014,2074.84,2075.78,2054.27,2060.31
12/9/2014,2056.55,2060.60,2034.17,2059.82
12/10/2014,2058.86,2058.86,2024.26,2026.14
12/11/2014,2027.92,2055.53,2027.92,2035.33
12/12/2014,2030.36,2032.25,2002.33,2002.33
12/15/14,2005.03,2018.69,1982.26,1989.63
12/16/14,1986.71,2016.89,1972.56,1972.74
12/17/14,1973.77,2016.75,1973.77,2012.89
12/18/14,2018.98,2061.23,2018.98,2061.23
12/19/14,2061.04,2077.85,2061.03,2070.65
12/22/14,2069.28,2078.76,2069.28,2078.54
12/23/14,2081.48,2086.73,2079.77,2082.17
12/24/14,2083.25,2087.56,2081.86,2081.88
12/26/14,2084.30,2092.70,2084.30,2088.77
12/29/14,2087.63,2093.55,2085.75,2090.57
12/30/14,2088.49,2088.49,2079.53,2080.35
12/31/14,2082.11,2085.58,2057.94,2058.90
1/2/2015,2058.90,2072.36,2046.04,2058.20
1/5/2015,2054.44,2054.44,2017.34,2020.58
1/6/2015,2022.15,2030.25,1992.44,2002.61
1/7/2015,2005.55,2029.61,2005.55,2025.90
1/8/2015,2030.61,2064.08,2030.61,2062.14
1/9/2015,2063.45,2064.43,2038.33,2044.81
1/12/2015,2046.13,2049.30,2022.58,2028.26
1/13/15,2031.58,2056.93,2008.25,2023.03
1/14/15,2018.40,2018.40,1988.44,2011.27
1/15/15,2013.75,2021.35,1991.47,1992.67
1/16/15,1992.25,2020.46,1988.12,2019.42
1/20/15,2020.76,2028.94,2004.49,2022.55
1/21/15,2020.19,2038.29,2012.04,2032.12
1/22/15,2034.30,2064.62,2026.38,2063.15
1/23/15,2062.98,2062.98,2050.54,2051.82
1/26/15,2050.42,2057.62,2040.97,2057.09
1/27/15,2047.86,2047.86,2019.91,2029.55
1/28/15,2032.34,2042.49,2001.49,2002.16
1/29/15,2002.45,2024.64,1989.18,2021.25
1/30/15,2019.35,2023.32,1993.38,1994.99
2/2/2015,1996.67,2021.66,1980.90,2020.85
2/3/2015,2022.71,2050.30,2022.71,2050.03
2/4/2015,2048.86,2054.74,2036.72,2041.51
2/5/2015,2043.45,2063.55,2043.45,2062.52
2/6/2015,2062.28,2072.40,2049.97,2055.47
2/9/2015,2053.47,2056.16,2041.88,2046.74
2/10/2015,2049.38,2070.86,2048.62,2068.59
2/11/2015,2068.55,2073.48,2057.99,2068.53
2/12/2015,2069.98,2088.53,2069.98,2088.48
2/13/15,2088.78,2097.03,2086.70,2096.99
2/17/15,2096.47,2101.30,2089.80,2100.34
2/18/15,2099.16,2100.23,2092.15,2099.68
2/19/15,2099.25,2102.13,2090.79,2097.45
2/20/15,2097.65,2110.61,2085.44,2110.30
2/23/15,2109.83,2110.05,2103.00,2109.66
2/24/15,2109.10,2117.94,2105.87,2115.48
2/25/15,2115.30,2119.59,2109.89,2113.86
2/26/15,2113.91,2113.91,2103.76,2110.74
2/27/15,2110.88,2112.74,2103.75,2104.50
3/2/2015,2105.23,2117.52,2104.50,2117.39
3/3/2015,2115.76,2115.76,2098.26,2107.78
3/4/2015,2107.72,2107.72,2094.49,2098.53
3/5/2015,2098.54,2104.25,2095.22,2101.04
3/6/2015,2100.91,2100.91,2067.27,2071.26
3/9/2015,2072.25,2083.49,2072.21,2079.43
3/10/2015,2076.14,2076.14,2044.16,2044.16
3/11/2015,2044.69,2050.08,2039.69,2040.24
3/12/2015,2041.10,2066.41,2041.10,2065.95
3/13/15,2064.56,2064.56,2041.17,2053.40
3/16/15,2055.35,2081.41,2055.35,2081.19
3/17/15,2080.59,2080.59,2065.08,2074.28
3/18/15,2072.84,2106.85,2061.23,2099.50
3/19/15,2098.69,2098.69,2085.56,2089.27
3/20/15,2090.32,2113.92,2090.32,2108.10
3/23/15,2107.99,2114.86,2104.42,2104.42
3/24/15,2103.94,2107.63,2091.50,2091.50
3/25/15,2093.10,2097.43,2061.05,2061.05
3/26/15,2059.94,2067.15,2045.50,2056.15
3/27/15,2055.78,2062.83,2052.96,2061.02
3/30/15,2064.11,2088.97,2064.11,2086.24
3/31/15,2084.05,2084.05,2067.04,2067.89
4/1/2015,2067.63,2067.63,2048.38,2059.69
4/2/2015,2060.03,2072.17,2057.32,2066.96
4/6/2015,2064.87,2086.99,2056.52,2080.62
4/7/2015,2080.79,2089.81,2076.10,2076.33
4/8/2015,2076.94,2086.69,2073.30,2081.90
4/9/2015,2081.29,2093.31,2074.29,2091.18
4/10/2015,2091.51,2102.61,2091.51,2102.06
4/13/15,2102.03,2107.65,2092.33,2092.43
4/14/15,2092.28,2098.62,2083.24,2095.84
4/15/15,2097.82,2111.91,2097.82,2106.63
4/16/15,2105.96,2111.30,2100.02,2104.99
4/17/15,2102.58,2102.58,2072.37,2081.18
4/20/15,2084.11,2103.94,2084.11,2100.40
4/21/15,2102.82,2109.64,2094.38,2097.29
4/22/15,2098.27,2109.98,2091.05,2107.96
4/23/15,2107.21,2120.49,2103.19,2112.93
4/24/15,2112.80,2120.92,2112.80,2117.69
4/27/15,2119.29,2125.92,2107.04,2108.92
4/28/15,2108.35,2116.04,2094.89,2114.76
4/29/15,2112.49,2113.65,2097.41,2106.85
4/30/15,2105.52,2105.52,2077.59,2085.51
5/1/2015,2087.38,2108.41,2087.38,2108.29
5/4/2015,2110.23,2120.95,2110.23,2114.49
5/5/2015,2112.63,2115.24,2088.46,2089.46
5/6/2015,2091.26,2098.42,2067.93,2080.15
5/7/2015,2079.96,2092.90,2074.99,2088.00
5/8/2015,2092.13,2117.66,2092.13,2116.10
5/11/2015,2115.56,2117.69,2104.58,2105.33
5/12/2015,2102.87,2105.06,2085.57,2099.12
5/13/15,2099.62,2110.19,2096.04,2098.48
5/14/15,2100.43,2121.45,2100.43,2121.10
5/15/15,2122.07,2123.89,2116.81,2122.73
5/18/15,2121.30,2131.78,2120.01,2129.20
5/19/15,2129.45,2133.02,2124.50,2127.83
5/20/15,2127.79,2134.72,2122.59,2125.85
5/21/15,2125.55,2134.28,2122.95,2130.82
5/22/15,2130.36,2132.15,2126.06,2126.06
5/26/15,2125.34,2125.34,2099.18,2104.20
5/27/15,2105.13,2126.22,2105.13,2123.48
5/28/15,2122.27,2122.27,2112.86,2120.79
5/29/15,2120.66,2120.66,2104.89,2107.39
6/1/2015,2108.64,2119.15,2102.54,2111.73
6/2/2015,2110.41,2117.59,2099.14,2109.60
6/3/2015,2110.64,2121.92,2109.61,2114.07
6/4/2015,2112.35,2112.89,2093.23,2095.84
6/5/2015,2095.09,2100.99,2085.67,2092.83
6/8/2015,2092.34,2093.01,2079.11,2079.28
6/9/2015,2079.07,2085.62,2072.14,2080.15
6/10/2015,2081.12,2108.50,2081.12,2105.20
6/11/2015,2106.24,2115.02,2106.24,2108.86
6/12/2015,2107.43,2107.43,2091.33,2094.11
6/15/15,2091.34,2091.34,2072.49,2084.43
6/16/15,2084.26,2097.40,2082.10,2096.29
6/17/15,2097.40,2106.79,2088.86,2100.44
6/18/15,2101.58,2126.65,2101.58,2121.24
6/19/15,2121.06,2121.64,2109.45,2109.99
6/22/15,2112.50,2129.87,2112.50,2122.85
6/23/15,2123.16,2128.03,2119.89,2124.20
6/24/15,2123.65,2125.10,2108.58,2108.58
6/25/15,2109.96,2116.04,2101.78,2102.31
6/26/15,2102.62,2108.92,2095.38,2101.49
6/29/15,2098.63,2098.63,2056.64,2057.64
6/30/15,2061.19,2074.28,2056.32,2063.11
7/1/2015,2067.00,2082.78,2067.00,2077.42
7/2/2015,2078.03,2085.06,2071.02,2076.78
7/6/2015,2073.95,2078.61,2058.40,2068.76
7/7/2015,2069.52,2083.74,2044.02,2081.34
7/8/2015,2077.66,2077.66,2044.66,2046.68
7/9/2015,2049.73,2074.28,2049.73,2051.31
7/10/2015,2052.74,2081.31,2052.74,2076.62
7/13/15,2080.03,2100.67,2080.03,2099.60
7/14/15,2099.72,2111.98,2098.18,2108.95
7/15/15,2109.01,2114.14,2102.49,2107.40
7/16/15,2110.55,2124.42,2110.55,2124.29
7/17/15,2126.80,2128.91,2119.88,2126.64
7/20/15,2126.85,2132.82,2123.66,2128.28
7/21/15,2127.55,2128.49,2115.40,2119.21
7/22/15,2118.21,2118.51,2110.00,2114.15
7/23/15,2114.16,2116.87,2098.63,2102.15
7/24/15,2102.24,2106.01,2077.09,2079.65
7/27/15,2078.19,2078.19,2063.52,2067.64
7/28/15,2070.75,2095.60,2069.09,2093.25
7/29/15,2094.70,2110.60,2094.08,2108.57
7/30/15,2106.78,2110.48,2094.97,2108.63
7/31/15,2111.60,2114.24,2102.07,2103.84
8/3/2015,2104.49,2105.70,2087.31,2098.04
8/4/2015,2097.68,2102.51,2088.60,2093.32
8/5/2015,2095.27,2112.66,2095.27,2099.84
8/6/2015,2100.75,2103.32,2075.53,2083.56
8/7/2015,2082.61,2082.61,2067.91,2077.57
8/10/2015,2080.98,2105.35,2080.98,2104.18
8/11/2015,2102.66,2102.66,2076.49,2084.07
8/12/2015,2081.10,2089.06,2052.09,2086.05
8/13/15,2086.19,2092.93,2078.26,2083.39
8/14/15,2083.15,2092.45,2080.61,2091.54
8/17/15,2089.70,2102.87,2079.30,2102.44
8/18/15,2101.99,2103.47,2094.14,2096.92
8/19/15,2095.69,2096.17,2070.53,2079.61
8/20/15,2076.61,2076.61,2035.73,2035.73
8/21/15,2034.08,2034.08,1970.89,1970.89
8/24/15,1965.15,1965.15,1867.01,1893.21
8/25/15,1898.08,1948.04,1867.08,1867.61
8/26/15,1872.75,1943.09,1872.75,1940.51
8/27/15,1942.77,1989.60,1942.77,1987.66
8/28/15,1986.06,1993.48,1975.19,1988.87
8/31/15,1986.73,1986.73,1965.98,1972.18
9/1/2015,1970.09,1970.09,1903.07,1913.85
9/2/2015,1916.52,1948.91,1916.52,1948.86
9/3/2015,1950.79,1975.01,1944.72,1951.13
9/4/2015,1947.76,1947.76,1911.21,1921.22
9/8/2015,1927.30,1970.42,1927.30,1969.41
9/9/2015,1971.45,1988.63,1937.88,1942.04
9/10/2015,1941.59,1965.29,1937.19,1952.29
9/11/2015,1951.45,1961.05,1939.19,1961.05
9/14/15,1963.06,1963.06,1948.27,1953.03
9/15/15,1955.10,1983.19,1954.30,1978.09
9/16/15,1978.02,1997.26,1977.93,1995.31
9/17/15,1995.33,2020.86,1986.73,1990.20
9/18/15,1989.66,1989.66,1953.45,1958.03
9/21/15,1960.84,1979.64,1955.80,1966.97
9/22/15,1961.39,1961.39,1929.22,1942.74
9/23/15,1943.24,1949.52,1932.57,1938.76
9/24/15,1934.81,1937.17,1908.92,1932.24
9/25/15,1935.93,1952.89,1921.50,1931.34
9/28/15,1929.18,1929.18,1879.21,1881.77
9/29/15,1881.90,1899.48,1871.91,1884.09
9/30/15,1887.14,1920.53,1887.14,1920.03
10/1/2015,1919.65,1927.21,1900.70,1923.82
10/2/2015,1921.77,1951.36,1893.70,1951.36
10/5/2015,1954.33,1989.17,1954.33,1987.05
10/6/2015,1986.63,1991.62,1971.99,1979.92
10/7/2015,1982.34,1999.31,1976.44,1995.83
10/8/2015,1994.01,2016.50,1987.53,2013.43
10/9/2015,2013.73,2020.13,2007.61,2014.89
10/12/2015,2015.65,2018.66,2010.55,2017.46
10/13/15,2015.00,2022.34,2001.78,2003.69
10/14/15,2003.66,2009.56,1990.73,1994.24
10/15/15,1996.47,2024.15,1996.47,2023.86
10/16/15,2024.37,2033.54,2020.46,2033.11
10/19/15,2031.73,2034.45,2022.31,2033.66
10/20/15,2033.13,2039.12,2026.61,2030.77
10/21/15,2033.47,2037.97,2017.22,2018.94
10/22/15,2021.88,2055.20,2021.88,2052.51
10/23/15,2058.19,2079.74,2058.19,2075.15
10/26/15,2075.08,2075.14,2066.53,2071.18
10/27/15,2068.75,2070.37,2058.84,2065.89
10/28/15,2066.48,2090.35,2063.11,2090.35
10/29/15,2088.35,2092.52,2082.63,2089.41
10/30/15,2090.00,2094.32,2079.34,2079.36
11/2/2015,2080.76,2106.20,2080.76,2104.05
11/3/2015,2102.63,2116.48,2097.51,2109.79
11/4/2015,2110.60,2114.59,2096.98,2102.31
11/5/2015,2101.68,2108.78,2090.41,2099.93
11/6/2015,2098.60,2101.91,2083.74,2099.20
11/9/2015,2096.56,2096.56,2068.24,2078.58
11/10/2015,2077.19,2083.67,2069.91,2081.72
11/11/2015,2083.41,2086.94,2074.85,2075.00
11/12/2015,2072.29,2072.29,2045.66,2045.97
11/13/15,2044.64,2044.64,2022.02,2023.04
11/16/15,2022.08,2053.22,2019.39,2053.19
11/17/15,2053.67,2066.69,2045.90,2050.44
11/18/15,2051.99,2085.31,2051.99,2083.58
11/19/15,2083.70,2086.74,2078.76,2081.24
11/20/15,2082.82,2097.06,2082.82,2089.17
11/23/15,2089.41,2095.61,2081.39,2086.59
11/24/15,2084.42,2094.12,2070.29,2089.14
11/25/15,2089.30,2093.00,2086.30,2088.87
11/27/15,2088.82,2093.29,2084.13,2090.11
11/30/15,2090.95,2093.81,2080.41,2080.41
12/1/2015,2082.93,2103.37,2082.93,2102.63
12/2/2015,2101.71,2104.27,2077.11,2079.51
12/3/2015,2080.71,2085.00,2042.35,2049.62
12/4/2015,2051.24,2093.84,2051.24,2091.69
12/7/2015,2090.42,2090.42,2066.78,2077.07
12/8/2015,2073.39,2073.85,2052.32,2063.59
12/9/2015,2061.17,2080.33,2036.53,2047.62
12/10/2015,2047.93,2067.65,2045.67,2052.23
12/11/2015,2047.27,2047.27,2008.80,2012.37
12/14/15,2013.37,2022.92,1993.26,2021.94
12/15/15,2025.55,2053.87,2025.55,2043.41
12/16/15,2046.50,2076.72,2042.43,2073.07
12/17/15,2073.76,2076.37,2041.66,2041.89
12/18/15,2040.81,2040.81,2005.33,2005.55
12/21/15,2010.27,2022.90,2005.93,2021.15
12/22/15,2023.15,2042.74,2020.49,2038.97
12/23/15,2042.20,2064.73,2042.20,2064.29
12/24/15,2063.52,2067.36,2058.73,2060.99
12/28/15,2057.77,2057.77,2044.20,2056.50
12/29/15,2060.54,2081.56,2060.54,2078.36
12/30/15,2077.34,2077.34,2061.97,2063.36
12/31/15,2060.59,2062.54,2043.62,2043.94
1/4/2016,2038.20,2038.20,1989.68,2012.66
1/5/2016,2013.78,2021.94,2004.17,2016.71
1/6/2016,2011.71,2011.71,1979.05,1990.26
1/7/2016,1985.32,1985.32,1938.83,1943.09
1/8/2016,1945.97,1960.40,1918.46,1922.03
1/11/2016,1926.12,1935.65,1901.10,1923.67
1/12/2016,1927.83,1947.38,1914.35,1938.68
1/13/16,1940.34,1950.33,1886.41,1890.28
1/14/16,1891.68,1934.47,1878.93,1921.84
1/15/16,1916.68,1916.68,1857.83,1880.33
1/19/16,1888.66,1901.44,1864.60,1881.33
1/20/16,1876.18,1876.18,1812.29,1859.33
1/21/16,1861.46,1889.85,1848.98,1868.99
1/22/16,1877.40,1908.85,1877.40,1906.90
1/25/16,1906.28,1906.28,1875.97,1877.08
1/26/16,1878.79,1906.73,1878.79,1903.63
1/27/16,1902.52,1916.99,1872.70,1882.95
1/28/16,1885.22,1902.96,1873.65,1893.36
1/29/16,1894.00,1940.24,1894.00,1940.24
2/1/2016,1936.94,1947.20,1920.30,1939.38
2/2/2016,1935.26,1935.26,1897.29,1903.03
2/3/2016,1907.07,1918.01,1872.23,1912.53
2/4/2016,1911.67,1927.35,1900.52,1915.45
2/5/2016,1913.07,1913.07,1872.65,1880.05
2/8/2016,1873.25,1873.25,1828.46,1853.44
2/9/2016,1848.46,1868.25,1834.94,1852.21
2/10/2016,1857.10,1881.60,1850.32,1851.86
2/11/2016,1847.00,1847.00,1810.10,1829.08
2/12/2016,1833.40,1864.78,1833.40,1864.78
2/16/16,1871.44,1895.77,1871.44,1895.58
2/17/16,1898.80,1930.68,1898.80,1926.82
2/18/16,1927.57,1930.00,1915.09,1917.83
2/19/16,1916.74,1918.78,1902.17,1917.78
2/22/16,1924.44,1946.70,1924.44,1945.50
2/23/16,1942.38,1942.38,1919.44,1921.27
2/24/16,1917.56,1932.08,1891.00,1929.80
2/25/16,1931.87,1951.83,1925.41,1951.70
2/26/16,1954.95,1962.96,1945.78,1948.05
2/29/16,1947.13,1958.27,1931.81,1932.23
3/1/2016,1937.09,1978.35,1937.09,1978.35
3/2/2016,1976.60,1986.51,1968.80,1986.45
3/3/2016,1985.60,1993.69,1977.37,1993.40
3/4/2016,1994.01,2009.13,1986.77,1999.99
3/7/2016,1996.11,2006.12,1989.38,2001.76
3/8/2016,1996.88,1996.88,1977.43,1979.26
3/9/2016,1981.44,1992.69,1979.84,1989.26
3/10/2016,1990.97,2005.08,1969.25,1989.57
3/11/2016,1994.71,2022.37,1994.71,2022.19
3/14/16,2019.27,2024.57,2012.05,2019.64
3/15/16,2015.27,2015.94,2005.23,2015.93
3/16/16,2014.24,2032.02,2010.04,2027.22
3/17/16,2026.90,2046.24,2022.16,2040.59
3/18/16,2041.16,2052.36,2041.16,2049.58
3/21/16,2047.88,2053.91,2043.14,2051.60
3/22/16,2048.64,2056.60,2040.57,2049.80
3/23/16,2048.55,2048.55,2034.86,2036.71
3/24/16,2032.48,2036.04,2022.49,2035.94
3/28/16,2037.89,2042.67,2031.96,2037.05
3/29/16,2035.75,2055.91,2028.31,2055.01
3/30/16,2058.27,2072.21,2058.27,2063.95
3/31/16,2063.77,2067.92,2057.46,2059.74
4/1/2016,2056.62,2075.07,2043.98,2072.78
4/4/2016,2073.19,2074.02,2062.57,2066.13
4/5/2016,2062.50,2062.50,2042.56,2045.17
4/6/2016,2045.56,2067.33,2043.09,2066.66
4/7/2016,2063.01,2063.01,2033.80,2041.91
4/8/2016,2045.54,2060.63,2041.69,2047.60
4/11/2016,2050.23,2062.93,2041.88,2041.99
4/12/2016,2043.72,2065.05,2039.74,2061.72
4/13/16,2065.92,2083.18,2065.92,2082.42
4/14/16,2082.89,2087.84,2078.13,2082.78
4/15/16,2083.10,2083.22,2076.31,2080.73
4/18/16,2078.83,2094.66,2073.65,2094.34
4/19/16,2096.05,2104.05,2091.68,2100.80
4/20/16,2101.52,2111.05,2096.32,2102.40
4/21/16,2102.09,2103.78,2088.52,2091.48
4/22/16,2091.49,2094.32,2081.20,2091.58
4/25/16,2089.37,2089.37,2077.52,2087.79
4/26/16,2089.84,2096.87,2085.80,2091.70
4/27/16,2092.33,2099.89,2082.31,2095.15
4/28/16,2090.93,2099.30,2071.62,2075.81
4/29/16,2071.82,2073.85,2052.28,2065.30
5/2/2016,2067.17,2083.42,2066.11,2081.43
5/3/2016,2077.18,2077.18,2054.89,2063.37
5/4/2016,2060.30,2060.30,2045.55,2051.12
5/5/2016,2052.95,2060.23,2045.77,2050.63
5/6/2016,2047.77,2057.72,2039.45,2057.14
5/9/2016,2057.55,2064.15,2054.31,2058.69
5/10/2016,2062.63,2084.87,2062.63,2084.39
5/11/2016,2083.29,2083.29,2064.46,2064.46
5/12/2016,2067.17,2073.99,2053.13,2064.11
5/13/16,2062.50,2066.79,2043.13,2046.61
5/16/16,2046.53,2071.88,2046.53,2066.66
5/17/16,2065.04,2065.69,2040.82,2047.21
5/18/16,2044.38,2060.61,2034.49,2047.63
5/19/16,2044.21,2044.21,2025.91,2040.04
5/20/16,2041.88,2058.35,2041.88,2052.32
5/23/16,2052.23,2055.58,2047.26,2048.04
5/24/16,2052.65,2079.67,2052.65,2076.06
5/25/16,2078.93,2094.73,2078.93,2090.54
5/26/16,2091.44,2094.30,2087.08,2090.10
5/27/16,2090.06,2099.06,2090.06,2099.06
5/31/16,2100.13,2103.48,2088.66,2096.95
6/1/2016,2093.94,2100.97,2085.10,2099.33
6/2/2016,2097.71,2105.26,2088.59,2105.26
6/3/2016,2104.07,2104.07,2085.36,2099.13
6/6/2016,2100.83,2113.36,2100.83,2109.41
6/7/2016,2110.18,2119.22,2110.18,2112.13
6/8/2016,2112.71,2120.55,2112.71,2119.12
6/9/2016,2115.65,2117.64,2107.73,2115.48
6/10/2016,2109.57,2109.57,2089.96,2096.07
6/13/16,2091.75,2098.12,2078.46,2079.06
6/14/16,2076.65,2081.30,2064.10,2075.32
6/15/16,2077.60,2085.65,2069.80,2071.50
6/16/16,2066.36,2079.62,2050.37,2077.99
6/17/16,2078.20,2078.20,2062.84,2071.22
6/20/16,2075.58,2100.66,2075.58,2083.25
6/21/16,2085.19,2093.66,2083.02,2088.90
6/22/16,2089.75,2099.71,2084.36,2085.45
6/23/16,2092.80,2113.32,2092.80,2113.32
6/24/16,2103.81,2103.81,2032.57,2037.41
6/27/16,2031.45,2031.45,1991.68,2000.54
6/28/16,2006.67,2036.09,2006.67,2036.09
6/29/16,2042.69,2073.13,2042.69,2070.77
6/30/16,2073.17,2098.94,2070.00,2098.86
7/1/2016,2099.34,2108.71,2097.90,2102.95
7/5/2016,2095.05,2095.05,2080.86,2088.55
7/6/2016,2084.43,2100.72,2074.02,2099.73
7/7/2016,2100.42,2109.08,2089.39,2097.90
7/8/2016,2106.97,2131.71,2106.97,2129.90
7/11/2016,2131.72,2143.16,2131.72,2137.16
7/12/2016,2139.50,2155.40,2139.50,2152.14
7/13/16,2153.81,2156.45,2146.21,2152.43
7/14/16,2157.88,2168.99,2157.88,2163.75
7/15/16,2165.13,2169.05,2155.79,2161.74
7/18/16,2162.04,2168.35,2159.63,2166.89
7/19/16,2163.79,2164.63,2159.01,2163.78
7/20/16,2166.10,2175.63,2164.89,2173.02
7/21/16,2172.91,2174.56,2159.75,2165.17
7/22/16,2166.47,2175.11,2163.24,2175.03
7/25/16,2173.71,2173.71,2161.95,2168.48
7/26/16,2168.97,2173.54,2160.18,2169.18
7/27/16,2169.81,2174.98,2159.07,2166.58
7/28/16,2166.05,2172.85,2159.74,2170.06
7/29/16,2168.83,2177.09,2163.49,2173.60
8/1/2016,2173.15,2178.29,2166.21,2170.84
8/2/2016,2169.94,2170.20,2147.58,2157.03
8/3/2016,2156.81,2163.79,2152.56,2163.79
8/4/2016,2163.51,2168.19,2159.07,2164.25
8/5/2016,2168.79,2182.87,2168.79,2182.87
8/8/2016,2183.76,2185.44,2177.85,2180.89
8/9/2016,2182.24,2187.66,2178.61,2181.74
8/10/2016,2182.81,2183.41,2172.00,2175.49
8/11/2016,2177.97,2188.45,2177.97,2185.79
8/12/2016,2183.74,2186.28,2179.42,2184.05
8/15/16,2186.08,2193.81,2186.08,2190.15
8/16/16,2186.24,2186.24,2178.14,2178.15
8/17/16,2177.84,2183.08,2168.50,2182.22
8/18/16,2181.90,2187.03,2180.46,2187.02
8/19/16,2184.24,2185.00,2175.13,2183.87
8/22/16,2181.58,2185.15,2175.96,2182.64
8/23/16,2187.81,2193.42,2186.80,2186.90
8/24/16,2185.09,2186.66,2171.25,2175.44
8/25/16,2173.29,2179.00,2169.74,2172.47
8/26/16,2175.10,2187.94,2160.39,2169.04
8/29/16,2170.19,2183.48,2170.19,2180.38
8/30/16,2179.45,2182.27,2170.41,2176.12
8/31/16,2173.56,2173.79,2161.35,2170.95
9/1/2016,2171.33,2173.56,2157.09,2170.86
9/2/2016,2177.49,2184.87,2173.59,2179.98
9/6/2016,2181.61,2186.57,2175.10,2186.48
9/7/2016,2185.17,2187.87,2179.07,2186.16
9/8/2016,2182.76,2184.94,2177.49,2181.30
9/9/2016,2169.08,2169.08,2127.81,2127.81
9/12/2016,2120.86,2163.30,2119.12,2159.04
9/13/16,2150.47,2150.47,2120.27,2127.02
9/14/16,2127.86,2141.33,2119.90,2125.77
9/15/16,2125.36,2151.31,2122.36,2147.26
9/16/16,2146.48,2146.48,2131.20,2139.16
9/19/16,2143.99,2153.61,2135.91,2139.12
9/20/16,2145.94,2150.80,2139.17,2139.76
9/21/16,2144.58,2165.11,2139.57,2163.12
9/22/16,2170.94,2179.99,2170.94,2177.18
9/23/16,2173.29,2173.75,2163.97,2164.69
9/26/16,2158.54,2158.54,2145.04,2146.10
9/27/16,2146.04,2161.13,2141.55,2159.93
9/28/16,2161.85,2172.40,2151.79,2171.37
9/29/16,2168.90,2172.67,2145.20,2151.13
9/30/16,2156.51,2175.30,2156.51,2168.27
10/3/2016,2164.33,2164.41,2154.77,2161.20
10/4/2016,2163.37,2165.46,2144.01,2150.49
10/5/2016,2155.15,2163.95,2155.15,2159.73
10/6/2016,2158.22,2162.93,2150.28,2160.77
10/7/2016,2164.19,2165.86,2144.85,2153.74
10/10/2016,2160.39,2169.60,2160.39,2163.66
10/11/2016,2161.35,2161.56,2128.84,2136.73
10/12/2016,2137.67,2145.36,2132.77,2139.18
10/13/16,2130.26,2138.19,2114.72,2132.55
10/14/16,2139.68,2149.19,2132.98,2132.98
10/17/16,2132.95,2135.61,2124.43,2126.50
10/18/16,2138.31,2144.38,2135.49,2139.60
10/19/16,2140.81,2148.44,2138.15,2144.29
10/20/16,2142.51,2147.18,2133.44,2141.34
10/21/16,2139.43,2142.63,2130.09,2141.16
10/24/16,2148.50,2154.79,2146.91,2151.33
10/25/16,2149.72,2151.44,2141.93,2143.16
10/26/16,2136.97,2145.73,2131.59,2139.43
10/27/16,2144.06,2147.13,2132.52,2133.04
10/28/16,2132.23,2140.72,2119.36,2126.41
